Div,Season,Date,HomeTeam,AwayTeam,FTR,outcome,odds,ev,fair_p_open,fair_p_close,win,clv,pnl_gross,pnl_tax,pnl_slip,suspect
I1,2021,2021-05-16,Parma,Sassuolo,A,D,4.75,0.030531788069397825,0.21695406064618902,0.19076559429341253,0.0,-0.09386342710629048,-1.0,-1.053,-1.0,False
I1,2122,2022-02-28,Atalanta,Sampdoria,H,D,5.0,0.036416090213902796,0.20728321804278058,0.1948781783839409,0.0,-0.025609108080295595,-1.0,-1.053,-1.0,False
I1,2223,2023-01-04,Udinese,Empoli,D,D,4.2,0.04160397103710389,0.24800094548502474,0.24990776165003442,1.0,0.04961259893014458,3.2,3.1470000000000002,3.168,False
,2425,2024-11-07,Genoa,Como,D,D,3.3,0.04720164277210892,0.31733383114306335,0.3164474669968868,1.0,0.0442766410897264,2.3,2.247,2.2769999999999997,False
,2425,2024-11-10,Monza,Lazio,A,D,3.8,0.044211641876035435,0.27479253733579884,0.28047284516197407,0.0,0.06579681161550144,-1.0,-1.053,-1.0,False
F1,2021,2021-02-03,Paris SG,Nimes,H,D,15.0,0.04940008542018859,0.06996000569467924,0.09633307499844077,0.0,0.44499612497661145,-1.0,-1.053,-1.0,False
F1,2021,2021-02-07,Montpellier,Dijon,H,D,4.0,0.04600319404996056,0.26150079851249014,0.2513490148859905,0.0,0.00539605954396194,-1.0,-1.053,-1.0,False
F1,2122,2021-08-22,Metz,Reims,D,D,3.2,0.04175964533471599,0.32554988916709876,0.30904227257221434,1.0,-0.011064727768914095,2.2,2.1470000000000002,2.178,False
F1,2122,2021-09-25,Paris SG,Montpellier,H,D,8.0,0.05719950202912094,0.13214993775364012,0.09047295636277436,0.0,-0.2762163490978051,-1.0,-1.053,-1.0,False
F1,2122,2021-10-24,Lens,Metz,H,D,4.2,0.037784568649498196,0.2470915639641662,0.20776005054329552,0.0,-0.12740778771815875,-1.0,-1.053,-1.0,False
F1,2122,2021-11-07,Reims,Monaco,D,D,3.6,0.03010695252044515,0.2861408201445681,0.28624960038017194,1.0,0.03049856136861906,2.6,2.547,2.574,False
F1,2122,2022-02-05,St Etienne,Montpellier,H,D,3.4,0.04495993605245907,0.307341157662488,0.2976639858009177,0.0,0.012057551723120064,-1.0,-1.053,-1.0,False
F1,2223,2022-09-04,Clermont,Toulouse,H,D,3.5,0.03571671617692718,0.29591906176483634,0.2873981305052196,0.0,0.00589345676826869,-1.0,-1.053,-1.0,False
,2526,2026-01-04,Paris SG,Paris FC,H,D,7.5,0.06251021637694776,0.1416680288502597,0.09374721716925392,0.0,-0.2968958712305956,-1.0,-1.053,-1.0,False
E0,1920,2019-08-25,Tottenham,Newcastle,A,A,14.0,0.04729553849974444,0.07480682417855318,0.07922958528029753,1.0,0.10921419392416531,13.0,12.947,12.87,False
E0,1920,2019-11-10,Man United,Brighton,H,A,6.5,0.033024396220582286,0.1589268301877819,0.14758422066873028,0.0,-0.04070256565325314,-1.0,-1.053,-1.0,False
E0,2324,2024-01-30,Crystal Palace,Sheffield United,H,A,6.5,0.05029131336645576,0.16158327897945474,0.15215009039955862,0.0,-0.011024412402868888,-1.0,-1.053,-1.0,False
,2425,2025-04-27,Liverpool,Tottenham,H,A,11.0,0.0838036991722464,0.09852760901565875,0.06432383494017103,0.0,-0.29243781565811866,-1.0,-1.053,-1.0,False
,2526,2025-10-04,Arsenal,West Ham,H,A,17.0,0.047729581636649865,0.06163115186097941,0.0588578248713459,0.0,0.0005830228128802517,-1.0,-1.053,-1.0,False
E1,1920,2019-08-10,Leeds,Nott'm Forest,D,A,8.0,0.05448737322024533,0.13181092165253067,0.1439765614187055,0.0,0.15181249134964392,-1.0,-1.053,-1.0,False
E1,1920,2019-08-17,Brentford,Hull,D,A,5.5,0.048652370984235915,0.19066406745167927,0.19616296329207752,0.0,0.07889629810642629,-1.0,-1.053,-1.0,False
E1,1920,2019-10-05,Preston,Barnsley,H,A,6.0,0.04114075060269351,0.17352345843378225,0.16484471860520283,0.0,-0.010931688368782999,-1.0,-1.053,-1.0,False
E1,1920,2019-11-30,Leeds,Middlesbrough,H,A,12.0,0.03752006637504235,0.08646000553125353,0.06276946199022704,0.0,-0.24676645611727555,-1.0,-1.053,-1.0,False
E1,2021,2020-11-28,Norwich,Coventry,D,A,6.0,0.06907218428214223,0.17817869738035705,0.2542470354874558,0.0,0.525482212924735,-1.0,-1.053,-1.0,False
E1,2021,2021-02-06,Bournemouth,Birmingham,H,A,6.0,0.04291540034050567,0.1738192333900843,0.17557206856041868,0.0,0.05343241136251198,-1.0,-1.053,-1.0,False
E1,2122,2021-08-21,Fulham,Hull,H,A,9.5,0.08415446635464385,0.11412152277417305,0.09148345961295844,0.0,-0.13090713367689488,-1.0,-1.053,-1.0,False
E1,2122,2021-12-20,Fulham,Sheffield United,A,A,5.0,0.035623607550074876,0.20712472151001496,0.15597484419168478,1.0,-0.22012577904157604,4.0,3.947,3.96,False
E1,2122,2022-03-05,Middlesbrough,Luton,H,A,5.0,0.035066730329643914,0.2070133460659288,0.18936326659425048,0.0,-0.05318366702874755,-1.0,-1.053,-1.0,False
E1,2223,2022-11-05,Blackburn,Huddersfield,H,A,4.75,0.04828565227958648,0.22069171626938663,0.17937914351156742,0.0,-0.14794906832005472,-1.0,-1.053,-1.0,False
E1,2223,2023-04-10,West Brom,QPR,D,A,6.5,0.05432629560423452,0.16220404547757455,0.17714357192944818,0.0,0.15143321754141326,-1.0,-1.053,-1.0,False
E1,2324,2023-08-05,Middlesbrough,Millwall,A,A,4.33,0.0561532545993646,0.24391530129315578,0.2554421131230113,1.0,0.10606434982263901,3.33,3.277,3.2966999999999995,False
E1,2324,2023-08-06,Leeds,Cardiff,D,A,8.5,0.12952491420455292,0.13288528402406505,0.13849368539147758,0.0,0.1771963258275595,-1.0,-1.053,-1.0,False
E1,2324,2023-09-24,Sunderland,Cardiff,A,A,4.33,0.049148097172523775,0.24229748202598703,0.23485854784073862,1.0,0.016937512150398293,3.33,3.277,3.2966999999999995,False
E1,2324,2023-12-02,Birmingham,Rotherham,D,A,6.0,0.036641052726308576,0.17277350878771808,0.1639306013942612,0.0,-0.01641639163443287,-1.0,-1.053,-1.0,False
E1,2324,2023-12-26,Southampton,Swansea,H,A,7.5,0.04995933825866228,0.13999457843448831,0.12429220828560446,0.0,-0.06780843785796653,-1.0,-1.053,-1.0,False
E1,2324,2024-04-13,Leeds,Blackburn,A,A,10.0,0.05517069918374551,0.10551706991837455,0.09817356628127186,1.0,-0.018264337187281487,9.0,8.947,8.91,False
,2425,2025-03-01,Middlesbrough,Derby,H,A,5.5,0.033468286593918206,0.18790332483525785,0.1414750475046913,0.0,-0.2218872387241978,-1.0,-1.053,-1.0,False
,2526,2025-09-30,Birmingham,Sheffield Weds,D,A,7.5,0.049186689801086425,0.13989155864014485,0.12404987586646768,0.0,-0.06962593100149239,-1.0,-1.053,-1.0,False
,2526,2025-09-30,Middlesbrough,Stoke,D,A,4.5,0.07428261754717491,0.23872947056603885,0.20864789955367097,0.0,-0.06108445200848067,-1.0,-1.053,-1.0,False
D1,1920,2019-08-24,Hoffenheim,Werder Bremen,H,A,4.2,0.04502233252609722,0.24881484107764218,0.2817260088086714,0.0,0.18324923699641982,-1.0,-1.053,-1.0,False
D1,1920,2019-10-05,Leverkusen,RB Leipzig,D,A,3.1,0.03373148469681331,0.3334617692570365,0.33623629376065933,0.0,0.04233251065804389,-1.0,-1.053,-1.0,False
D1,1920,2019-10-06,M'gladbach,Augsburg,H,A,6.5,0.032188606918259755,0.1587982472181938,0.16338546071125054,0.0,0.06200549462312854,-1.0,-1.053,-1.0,False
D1,1920,2020-03-01,RB Leipzig,Leverkusen,D,A,6.5,0.05244933625019765,0.1619152825000304,0.15019096616911448,0.0,-0.023758719900755843,-1.0,-1.053,-1.0,False
D1,2021,2020-10-24,RB Leipzig,Hertha,H,A,7.0,0.05076143633418129,0.15010877661916874,0.1656090620005997,0.0,0.15926343400419785,-1.0,-1.053,-1.0,False
D1,2021,2021-02-15,Bayern Munich,Bielefeld,D,A,21.0,0.1468202610560423,0.0546104886217163,0.0438949733925768,0.0,-0.0782055587558872,-1.0,-1.053,-1.0,False
D1,2223,2022-09-17,Dortmund,Schalke 04,H,A,8.0,0.03744584056190181,0.12968073007023773,0.13589746960729226,0.0,0.08717975685833812,-1.0,-1.053,-1.0,False
D1,2324,2024-05-18,Leverkusen,Augsburg,H,A,9.0,0.052177381585115645,0.11690859795390174,0.058050890200024616,0.0,-0.47754198819977844,-1.0,-1.053,-1.0,False
,2425,2024-09-21,Bochum,Holstein Kiel,D,A,4.0,0.03581272173632022,0.25895318043408005,0.21797487310422275,0.0,-0.12810050758310898,-1.0,-1.053,-1.0,False
,2425,2024-11-23,Stuttgart,Bochum,H,A,9.0,0.09226863661901574,0.12136318184655731,0.11098115084131481,0.0,-0.0011696424281667506,-1.0,-1.053,-1.0,False
D2,1920,2019-08-17,Stuttgart,St Pauli,H,A,8.0,0.07410118377380748,0.13426264797172593,0.1277117222918407,0.0,0.021693778334725522,-1.0,-1.053,-1.0,False
D2,1920,2020-02-01,Hannover,Wehen,D,A,5.75,0.05087004292637021,0.1827600074654557,0.17567370993987289,0.0,0.010123832154269152,-1.0,-1.053,-1.0,False
D2,2021,2020-12-15,Greuther Furth,Darmstadt,A,A,5.0,0.031232307032289297,0.20624646140645786,0.2868550621406683,1.0,0.43427531070334147,4.0,3.947,3.96,False
D2,2021,2021-01-10,Paderborn,Erzgebirge Aue,H,A,4.75,0.05386652206209108,0.22186663622359815,0.226097114080166,0.0,0.0739612918807886,-1.0,-1.053,-1.0,False
D2,2021,2021-02-07,Greuther Furth,Wurzburger Kickers,H,A,7.0,0.07303784599113117,0.15329112085587587,0.17678685772772565,0.0,0.23750800409407957,-1.0,-1.053,-1.0,False
D2,2021,2021-05-23,Greuther Furth,Fortuna Dusseldorf,H,A,6.0,0.12896173877949968,0.18816028979658328,0.17528297469707355,0.0,0.051697848182441275,-1.0,-1.053,-1.0,False
D2,2122,2021-09-24,Regensburg,Erzgebirge Aue,H,A,5.5,0.031602160764097054,0.1875640292298358,0.17967902167208927,0.0,-0.011765380803508974,-1.0,-1.053,-1.0,False
D2,2122,2021-09-26,Hannover,Sandhausen,A,A,6.0,0.03339576984253201,0.17223262830708866,0.14824240096738675,1.0,-0.11054559419567944,5.0,4.947,4.95,False
D2,2122,2021-10-16,Karlsruhe,Erzgebirge Aue,H,A,5.5,0.037524013313158466,0.18864072969330153,0.17005638685687027,0.0,-0.06468987228721346,-1.0,-1.053,-1.0,False
D2,2122,2021-11-06,Paderborn,Ingolstadt,H,A,7.5,0.04210681700630947,0.13894757560084126,0.17395706604787206,0.0,0.3046779953590404,-1.0,-1.053,-1.0,False
D2,2122,2021-11-07,Schalke 04,Darmstadt,A,A,4.33,0.07090345061158865,0.24732181307426987,0.2515028506784688,1.0,0.08900734343776984,3.33,3.277,3.2966999999999995,False
D2,2223,2022-11-04,Darmstadt,Hannover,H,A,5.0,0.04281978058705849,0.20856395611741171,0.21692355025101043,0.0,0.08461775125505211,-1.0,-1.053,-1.0,False
D2,2223,2023-04-02,Holstein Kiel,Bielefeld,A,A,3.5,0.040282249618042165,0.2972234998908692,0.27375578557896996,1.0,-0.041854750473605096,2.5,2.447,2.475,False
D2,2223,2023-05-07,Braunschweig,Sandhausen,H,A,4.0,0.03325949807149975,0.25831487451787494,0.2225024253820154,0.0,-0.10999029847193842,-1.0,-1.053,-1.0,False
D2,2223,2023-05-07,Nurnberg,Kaiserslautern,D,A,3.8,0.030273931006708832,0.27112471868597604,0.256941072702601,0.0,-0.023623923730116125,-1.0,-1.053,-1.0,False
D2,2223,2023-05-21,Fortuna Dusseldorf,Hannover,D,A,4.75,0.05732279339865198,0.22259427229445305,0.24284878288364525,0.0,0.15353171869731486,-1.0,-1.053,-1.0,False
D2,2324,2023-09-03,Greuther Furth,Hannover,A,A,3.6,0.031750740358682306,0.28659742787741177,0.2611747486422372,1.0,-0.05977090488794601,2.6,2.547,2.574,False
D2,2324,2023-09-03,Hamburg,Hansa Rostock,H,A,6.5,0.050747654434000866,0.1616534852975386,0.13980641607999,0.0,-0.09125829548006492,-1.0,-1.053,-1.0,False
D2,2324,2023-09-17,Hannover,Osnabruck,H,A,4.33,0.03577817271785233,0.23920973965770262,0.22900644040012877,0.0,-0.00840211306744243,-1.0,-1.053,-1.0,False
D2,2324,2023-09-24,Fortuna Dusseldorf,Hannover,D,A,4.0,0.04182498761723008,0.2604562469043075,0.255757098402182,0.0,0.023028393608728104,-1.0,-1.053,-1.0,False
D2,2324,2024-03-17,Karlsruhe,Magdeburg,H,A,4.0,0.04712662211090102,0.26178165552772525,0.289283859394891,0.0,0.15713543757956394,-1.0,-1.053,-1.0,False
D2,2324,2024-05-19,Fortuna Dusseldorf,Magdeburg,H,A,3.75,0.04953543764633084,0.27987611670568824,0.25157673400317787,0.0,-0.05658724748808297,-1.0,-1.053,-1.0,False
,2425,2024-11-30,Darmstadt,PreuÃen MÃ¼nster,D,A,4.5,0.05586431084532717,0.2346365135211838,0.2023199971249698,0.0,-0.08956001293763582,-1.0,-1.053,-1.0,False
SP1,1920,2019-09-25,Real Madrid,Osasuna,H,A,13.0,0.035554232644047,0.07965801789569593,0.11422905364332243,0.0,0.48497769736319163,-1.0,-1.053,-1.0,False
SP1,1920,2019-10-06,Barcelona,Sevilla,H,A,7.0,0.07655978871994562,0.15379425553142081,0.12548739970950584,0.0,-0.1215882020334591,-1.0,-1.053,-1.0,False
SP1,2021,2020-12-06,Granada,Huesca,D,A,3.4,0.03665767512036222,0.3048993162118713,0.3023037892594046,0.0,0.027832883481975657,-1.0,-1.053,-1.0,False
SP1,2122,2022-02-21,Celta,Levante,D,A,6.0,0.050726481311989424,0.1751210802186649,0.16102602664212037,0.0,-0.033843840147277815,-1.0,-1.053,-1.0,False
SP1,2122,2022-05-15,Mallorca,Vallecano,H,A,6.5,0.04569375047970503,0.1608759616122623,0.17863461043762124,0.0,0.16112496784453811,-1.0,-1.053,-1.0,False
SP1,2223,2023-02-18,Betis,Valladolid,H,A,6.5,0.03916050766060697,0.15987084733240106,0.17573830184641442,0.0,0.14229896200169367,-1.0,-1.053,-1.0,False
SP1,2223,2023-04-22,Real Madrid,Celta,H,A,9.0,0.0325374414247106,0.11472638238052339,0.07761915793378377,0.0,-0.30142757859594616,-1.0,-1.053,-1.0,False
SP1,2223,2023-05-28,Ath Bilbao,Elche,A,A,11.0,0.10918781527980448,0.10083525593452768,0.11664301242585673,1.0,0.28307313668442413,10.0,9.947,9.9,False
SP1,2324,2023-09-17,Villarreal,Almeria,H,A,7.0,0.03052691797088425,0.14721813113869775,0.16608810824095815,0.0,0.16261675768670703,-1.0,-1.053,-1.0,False
SP1,2324,2023-12-04,Celta,Cadiz,D,A,6.5,0.05342098589007627,0.16206476706001172,0.14221916176301036,0.0,-0.07557544854043263,-1.0,-1.053,-1.0,False
SP1,2324,2023-12-18,Girona,Alaves,H,A,6.5,0.05101365767022337,0.16169440887234204,0.16405307555039675,0.0,0.06634499107757885,-1.0,-1.053,-1.0,False
,2425,2024-09-21,Real Madrid,Espanol,H,A,19.0,0.03428147435184714,0.05443586707114985,0.03819166908386317,0.0,-0.27435828740659973,-1.0,-1.053,-1.0,False
,2425,2024-12-22,Real Madrid,Sevilla,H,A,9.0,0.05099907582200047,0.1167776750913334,0.07644191394143207,0.0,-0.31202277452711136,-1.0,-1.053,-1.0,False
,2526,2025-09-30,Valencia,Oviedo,A,A,5.5,0.04232764079893503,0.18951411650889727,0.1725376799928752,1.0,-0.0510427600391864,4.5,4.447,4.455,False
I1,2122,2021-10-28,Napoli,Bologna,H,A,9.5,0.0693189885406329,0.11255989353059292,0.06874611955176642,0.0,-0.34691186425821907,-1.0,-1.053,-1.0,False
I1,2122,2021-12-12,Napoli,Empoli,A,A,10.0,0.03515404762219365,0.10351540476221938,0.11344759592995667,1.0,0.13447595929956657,9.0,8.947,8.91,False
I1,2223,2022-08-30,Inter,Cremonese,H,A,21.0,0.10148284889162063,0.05245156423293432,0.05875244606338135,0.0,0.23380136733100843,-1.0,-1.053,-1.0,False
I1,2223,2023-02-26,Udinese,Spezia,D,A,5.75,0.04905888575485773,0.18244502360954049,0.1938470642553382,0.0,0.11462061946819468,-1.0,-1.053,-1.0,False
,2526,2025-09-14,Atalanta,Lecce,H,A,8.5,0.03868738965791496,0.12219851643034295,0.09891356736501787,0.0,-0.1592346773973481,-1.0,-1.053,-1.0,False
,2526,2025-09-27,Como,Cremonese,D,A,8.0,0.051068774504761105,0.13138359681309514,0.11706104233480909,0.0,-0.0635116613215273,-1.0,-1.053,-1.0,False
,2526,2025-09-28,Roma,Verona,H,A,8.5,0.0374668637769946,0.12205492515023467,0.10351792017135787,0.0,-0.1200976785434581,-1.0,-1.053,-1.0,False
,2526,2025-10-29,Juventus,Udinese,H,A,8.5,0.05461083623237539,0.1240718630861618,0.12229986543674437,0.0,0.03954885621232718,-1.0,-1.053,-1.0,False
,2526,2025-11-03,Lazio,Cagliari,H,A,7.0,0.07403245613979359,0.1534332080199705,0.16258977965279575,0.0,0.13812845756957026,-1.0,-1.053,-1.0,False
F1,1920,2019-08-25,Monaco,Nimes,D,A,6.0,0.03934026532805124,0.1732233775546752,0.1705520280038209,0.0,0.023312168022925572,-1.0,-1.053,-1.0,False
F1,1920,2019-08-31,Nimes,Brest,H,A,4.2,0.061371664459913156,0.2527075391571222,0.22950520613193487,0.0,-0.03607813424587347,-1.0,-1.053,-1.0,False
F1,1920,2019-08-31,Toulouse,Amiens,H,A,4.2,0.04620998390061937,0.24909761521443316,0.27240810630190276,0.0,0.14411404646799175,-1.0,-1.053,-1.0,False
F1,1920,2019-09-21,Nice,Dijon,H,A,5.75,0.07960910089276463,0.1877581045030895,0.1713719048581411,0.0,-0.01461154706568868,-1.0,-1.053,-1.0,False
F1,1920,2019-09-28,Monaco,Brest,H,A,7.5,0.0591970734987568,0.1412262764665009,0.11875159812725979,0.0,-0.1093630140455516,-1.0,-1.053,-1.0,False
F1,1920,2019-10-06,Lille,Nimes,D,A,6.5,0.06798221352225298,0.16430495592650046,0.14941445491401012,0.0,-0.028806043058934194,-1.0,-1.053,-1.0,False
F1,1920,2019-10-19,Lyon,Dijon,D,A,10.0,0.09588508921417449,0.10958850892141744,0.1013384784713868,0.0,0.013384784713867948,-1.0,-1.053,-1.0,False
F1,1920,2019-11-09,Lille,Metz,D,A,7.0,0.07890984718234195,0.154129978168906,0.11969923602764178,0.0,-0.16210534780650754,-1.0,-1.053,-1.0,False
F1,1920,2020-01-11,Angers,Nice,D,A,4.33,0.037613329608402246,0.23963356341995434,0.19657294367595277,0.0,-0.14883915388312452,-1.0,-1.053,-1.0,False
F1,1920,2020-01-12,Paris SG,Monaco,D,A,13.0,0.044461939289796915,0.08034322609921515,0.04846877313739235,0.0,-0.3699059492138995,-1.0,-1.053,-1.0,False
F1,2021,2020-10-03,Lens,St Etienne,H,A,4.2,0.04984622889179602,0.24996338783137997,0.20564713328063902,0.0,-0.13628204022131607,-1.0,-1.053,-1.0,False
F1,2021,2020-10-25,Montpellier,Reims,A,A,4.2,0.13509658183484463,0.2702610909130582,0.22088107435406099,1.0,-0.07229948771294381,3.2,3.1470000000000002,3.168,False
F1,2021,2020-11-28,Paris SG,Bordeaux,D,A,17.0,0.05850985947041121,0.06226528585120066,0.06464861109457629,0.0,0.09902638860779689,-1.0,-1.053,-1.0,False
F1,2021,2020-12-20,St Etienne,Nimes,D,A,6.5,0.03338073979463241,0.15898165227609729,0.13999319050763803,0.0,-0.09004426170035273,-1.0,-1.053,-1.0,False
F1,2021,2021-05-16,Marseille,Angers,H,A,8.0,0.0495059277451273,0.1311882409681409,0.11732338457394607,0.0,-0.06141292340843141,-1.0,-1.053,-1.0,False
F1,2021,2021-05-23,Nantes,Montpellier,A,A,7.0,0.07496051290062744,0.1535657875572325,0.1548655005572416,1.0,0.08405850390069114,6.0,5.947,5.9399999999999995,False
F1,2122,2021-09-22,Lyon,Troyes,H,A,8.5,0.05764317856583423,0.12442860924303932,0.09042674727015296,0.0,-0.23137264820369985,-1.0,-1.053,-1.0,False
F1,2122,2022-02-26,Paris SG,St Etienne,H,A,19.0,0.15473929703247324,0.060775752475393324,0.051585313278619635,0.0,-0.01987904770622695,-1.0,-1.053,-1.0,False
F1,2223,2023-04-02,Paris SG,Lyon,A,A,7.0,0.04784577071523466,0.14969225295931923,0.14009246374968815,1.0,-0.019352753752182927,6.0,5.947,5.9399999999999995,False
F1,2324,2023-11-24,Paris SG,Monaco,H,A,6.5,0.0680700321613863,0.1643184664863671,0.15421112860984038,0.0,0.0023723359639624686,-1.0,-1.053,-1.0,False
,2425,2025-01-05,Lens,Toulouse,A,A,4.33,0.03926298188032584,0.24001454546889744,0.24231382990109468,1.0,0.04921888347173997,3.33,3.277,3.2966999999999995,False
,2526,2025-10-19,Lorient,Brest,D,A,3.0,0.04264956359458916,0.3475498545315297,0.35415032605938185,0.0,0.06245097817814549,-1.0,-1.053,-1.0,False
